us_state,release_date,title,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
California,1976-04-09,Family Plot,121.0,2000000,7900000,4.845776,6.7,86.0,3900000
California,2012-11-25,Home Alone: The Holiday Heist,87.0,0,0,4.792279,5.3,54.0,0
Maine,2012-11-25,Home Alone: The Holiday Heist,87.0,0,0,4.792279,5.3,54.0,0
California,1977-07-22,The Hills Have Eyes,89.0,230000,25000000,4.788002,6.1,145.0,24540000
California,2004-08-27,The Brown Bunny,93.0,10000000,0,4.735377,5.5,63.0,-20000000
New Hampshire,2004-08-27,The Brown Bunny,93.0,10000000,0,4.735377,5.5,63.0,-20000000
California,2001-01-18,Dogtown and Z-Boys,91.0,0,0,4.704091,7.2,53.0,0
California,2009-10-28,Mutant Pumpkins from Outer Space,27.0,0,0,4.579609,6.0,78.0,0
California,2009-05-19,Mega Shark vs Giant Octopus,90.0,0,0,4.566951,3.7,54.0,0
California,2008-07-29,Lost Boys: The Tribe,94.0,0,0,4.560963,4.6,48.0,0
California,1999-07-16,The Wood,106.0,6000000,25059640,4.414077,7.1,34.0,13059640
California,2005-06-03,Lords of Dogtown,107.0,25000000,13411957,4.350049,7.0,215.0,-36588043
California,2012-02-13,Arcadia,91.0,0,0,4.329041,6.0,10.0,0
California,1951-08-29,His Kind of Woman,120.0,0,0,4.285717,6.3,10.0,0
California,2008-01-01,Humboldt County,97.0,0,0,4.270808,4.6,8.0,0
California,1971-04-28,Pretty Maids All in a Row,91.0,0,0,4.216414,6.8,10.0,0
California,1999-10-28,Things You Can Tell Just by Looking at Her,109.0,0,0,4.166882,6.4,14.0,0
California,2014-11-08,Ride,93.0,0,0,4.14587,6.0,55.0,0
California,1981-09-25,Carbon Copy,92.0,0,9566593,3.858572,5.8,12.0,9566593
California,1994-10-25,Alien Nation: Dark Horizon,90.0,0,0,3.834165,6.2,10.0,0
California,2015-10-29,Ithaca,96.0,5000000,0,3.820453,5.7,22.0,-10000000
California,2016-10-07,Blue Jay,80.0,0,0,3.63133,7.2,72.0,0
California,1998-08-28,Brink!,99.0,0,0,3.448862,6.2,23.0,0
California,1975-01-01,Smile,113.0,0,0,3.444078,6.9,10.0,0
California,2007-08-04,Gabriel Iglesias: Hot and Fluffy,60.0,0,0,3.394396,6.9,17.0,0
California,1988-04-15,The Night Before,85.0,0,0,3.351537,7.4,12.0,0
California,2008-08-06,Bottle Shock,110.0,5000000,4040588,3.334353,6.6,60.0,-5959412
California,1985-11-17,Smooth Talk,92.0,0,0,3.312484,5.6,15.0,0
California,2012-08-10,More Than Honey,90.0,0,0,3.289057,6.9,35.0,0
California,1945-11-07,Fallen Angel,98.0,0,0,3.242793,5.8,23.0,0
California,1999-09-15,Simpatico,106.0,10000000,929606,3.143748,5.3,6.0,-19070394
Kentucky,1999-09-15,Simpatico,106.0,10000000,929606,3.143748,5.3,6.0,-19070394
California,2014-08-29,Last Weekend,94.0,0,0,3.131421,4.3,9.0,0
California,2007-04-25,Ten Inch Hero,97.0,0,0,3.015557,6.7,50.0,0
California,2011-03-27,Mildred Pierce,336.0,20000000,0,3.010129,7.3,36.0,-40000000
California,1982-11-01,Time Walker,83.0,750000,0,2.936402,5.7,6.0,-1500000
California,1955-07-01,It Came from Beneath the Sea,79.0,0,0,2.917071,5.4,20.0,0
California,2013-10-26,Cavemen,88.0,0,0,2.844979,4.8,29.0,0
California,1993-10-12,Ticks,85.0,2000000,0,2.76411,5.2,35.0,-4000000
California,2016-08-12,Joshy,93.0,0,0,2.678986,5.4,38.0,0
California,2015-09-11,Full Out,94.0,1500000,0,2.607667,7.1,40.0,-3000000
California,2003-07-04,Carolina,97.0,0,0,2.537388,5.5,21.0,0
California,2017-03-21,Dave Chappelle: The Age of Spin,67.0,0,0,2.520099,7.6,43.0,0
California,2013-09-01,Medeas,98.0,0,0,2.517507,6.7,6.0,0
California,1976-03-31,Jackson County Jail,84.0,445000,2300000,2.482536,5.2,10.0,1410000
New York,1976-03-31,Jackson County Jail,84.0,445000,2300000,2.482536,5.2,10.0,1410000
California,1979-02-09,Hardcore,109.0,0,0,2.417741,6.7,40.0,0
California,2008-11-11,One-Eyed Monster,84.0,0,0,2.410649,5.2,22.0,0
California,1976-10-01,Up!,80.0,0,0,2.342003,5.6,27.0,0
California,1970-12-06,The Rolling Stones: Gimme Shelter,91.0,0,0,2.336022,7.8,42.0,0
California,1973-01-01,Messiah of Evil,90.0,0,0,2.268896,6.7,31.0,0
California,2012-12-15,Scooby-Doo! Mask of the Blue Falcon,78.0,0,0,2.245536,7.1,7.0,0
California,2009-10-27,Curious George 2: Follow That Monkey!,80.0,0,0,2.24177,6.1,7.0,0
New York,2009-10-27,Curious George 2: Follow That Monkey!,80.0,0,0,2.24177,6.1,7.0,0
California,2013-10-18,Killer Holiday,103.0,0,0,2.150981,3.6,5.0,0
California,2009-10-20,National Lampoon Presents: Endless Bummer,105.0,0,0,2.115772,4.0,10.0,0
California,1982-02-12,Cannery Row,120.0,0,0,2.086954,5.5,16.0,0
California,2013-12-04,The Golden Dream,110.0,0,0,2.085179,6.8,36.0,0
California,2005-11-04,Wal-Mart: The High Cost of Low Price,98.0,0,0,1.977106,6.9,24.0,0
Florida,2005-11-04,Wal-Mart: The High Cost of Low Price,98.0,0,0,1.977106,6.9,24.0,0
California,1977-07-08,The Bad News Bears in Breaking Training,100.0,0,19104350,1.912284,6.0,15.0,19104350
California,1998-01-01,Homegrown,102.0,0,271375,1.840984,5.5,16.0,271375
California,2000-01-01,Spiders,94.0,0,0,1.831412,4.3,26.0,0
California,1998-02-06,Billboard Dad,87.0,0,0,1.800704,5.4,28.0,0
California,1972-01-01,The New Land,204.0,0,0,1.786742,6.9,21.0,0
Minnesota,1972-01-01,The New Land,204.0,0,0,1.786742,6.9,21.0,0
California,1991-08-16,Mystery Date,97.0,0,6166819,1.784133,5.5,12.0,6166819
California,1992-09-15,Miracle Beach,88.0,0,0,1.783703,5.6,9.0,0
California,2000-08-09,Python,99.0,0,0,1.764837,3.7,24.0,0
California,1979-01-26,Richard Pryor: Live in Concert,78.0,0,0,1.716494,7.4,33.0,0
California,2012-03-09,Dreamworld,92.0,0,0,1.710635,5.9,8.0,0
California,1989-06-30,Far from Home,86.0,0,0,1.69302,4.4,7.0,0
Nevada,1989-06-30,Far from Home,86.0,0,0,1.69302,4.4,7.0,0
California,2012-09-09,Free Angela and All Political Prisoners,101.0,0,0,1.683584,6.6,12.0,0
California,2004-11-21,LolliLove,64.0,2000,0,1.677933,6.1,8.0,-4000
California,2015-05-19,Teacher of the Year,82.0,0,0,1.650458,5.7,20.0,0
California,1984-05-04,Hardbodies,88.0,0,0,1.645408,5.0,17.0,0
California,2012-09-21,186 Dollars to Freedom,101.0,0,0,1.639233,4.8,5.0,0
California,1953-01-01,Pony Express,101.0,0,0,1.53743,4.1,10.0,0
Missouri,1953-01-01,Pony Express,101.0,0,0,1.53743,4.1,10.0,0
California,2013-11-12,Triple Crossed,99.0,41000,0,1.526916,3.9,11.0,-82000
California,2004-01-01,Blast,92.0,20000000,0,1.52455,4.6,12.0,-40000000
California,2003-09-17,Twentynine Palms,114.0,0,0,1.516165,5.3,20.0,0
California,2004-08-06,A Day Without a Mexican,100.0,0,0,1.50758,5.0,16.0,0
California,1951-03-25,Rawhide,89.0,0,0,1.495158,5.7,17.0,0
California,1962-11-29,Kid Galahad,95.0,0,0,1.466483,5.2,11.0,0
California,2010-01-25,The Violent Kind,89.0,0,0,1.45965,5.3,12.0,0
California,1966-06-15,The Endless Summer,95.0,0,0,1.378819,7.8,23.0,0
California,1939-05-05,Union Pacific,135.0,0,0,1.378422,5.6,14.0,0
California,1982-11-10,Jekyll and Hyde ... Together Again,87.0,0,0,1.352979,4.6,5.0,0
California,1967-08-18,The Born Losers,113.0,360000,36000000,1.345165,5.3,13.0,35280000
California,2001-01-20,The Ballad of Lucy Whipple,96.0,0,0,1.338622,5.7,6.0,0
California,2013-04-09,Birdemic 2: The Resurrection,82.0,0,0,1.330868,3.2,20.0,0
California,2016-03-18,Take Me to the River,90.0,0,0,1.327809,6.2,9.0,0
Nebraska,2016-03-18,Take Me to the River,90.0,0,0,1.327809,6.2,9.0,0
California,1990-11-11,The Great Los Angeles Earthquake,180.0,0,0,1.315925,6.8,5.0,0
California,2015-03-07,Wuthering High,88.0,0,0,1.286626,4.9,9.0,0
California,1978-01-01,The Big Fix,108.0,0,0,1.247447,6.1,10.0,0
California,2016-04-16,Burn Country,102.0,0,0,1.235151,5.3,12.0,0
California,1936-07-20,The Emperor of California,97.0,0,0,1.231773,0.0,0.0,0
California,2013-01-19,Valentine Road,89.0,0,0,1.231287,6.8,11.0,0
California,1965-06-23,The Sandpiper,117.0,0,0,1.198796,5.7,16.0,0
California,2002-02-23,Jamie Foxx: I Might Need Security,0.0,0,0,1.178633,6.3,6.0,0
California,1976-09-01,Massacre at Central High,87.0,0,0,1.168074,6.3,7.0,0
California,2013-06-01,Mile... Mile & A Half,87.0,0,0,1.097326,8.8,4.0,0
California,1976-07-07,Gus,96.0,0,0,1.095507,6.8,7.0,0
California,2012-09-03,Bigfoot: The Lost Coast Tapes,85.0,0,0,1.091795,4.2,14.0,0
California,1995-01-01,The Howling: New Moon Rising,90.0,0,0,1.089187,2.2,15.0,0
California,1968-04-10,"Where Angels Go, Trouble Follows",93.0,0,0,1.088001,4.9,5.0,0
California,1951-12-31,Westward the Women,118.0,0,0,1.074159,6.6,10.0,0
Texas,1951-12-31,Westward the Women,118.0,0,0,1.074159,6.6,10.0,0
California,1950-07-01,711 Ocean Drive,102.0,0,0,1.063786,6.1,8.0,0
California,1989-03-22,84C MoPic,90.0,500000,0,1.061491,5.8,12.0,-1000000
California,2005-02-12,Pervert!,81.0,0,0,1.05556,5.6,21.0,0
California,2013-12-08,Christmas Belle,90.0,0,0,1.04707,5.8,4.0,0
California,2016-07-01,The Night Stalker,89.0,0,0,1.035997,6.2,10.0,0
California,2010-07-02,Kill Speed,113.0,0,0,1.033163,3.7,9.0,0
California,2011-05-13,Go for It!,105.0,2450000,0,1.029916,4.6,5.0,-4900000
California,2011-10-25,Budz House,84.0,0,0,1.019489,4.3,5.0,0
California,1997-12-01,Little Dieter Needs to Fly,80.0,0,0,1.014863,7.8,25.0,0
California,2014-06-06,The Case Against 8,109.0,0,0,0.996049,8.0,4.0,0
California,2006-01-01,Rapid Fire,90.0,0,0,0.995223,5.5,4.0,0
California,2007-06-21,Rock Haven,78.0,0,0,0.986431,4.6,9.0,0
California,2012-08-01,Heathens and Thieves,0.0,0,0,0.98003,6.0,2.0,0
California,1952-02-05,The Big Trees,89.0,0,0,0.966064,5.2,7.0,0
California,2011-11-19,A Christmas Wedding Tail,82.0,0,0,0.965948,4.6,5.0,0
California,1988-12-23,The Boost,95.0,8000000,784990,0.964399,5.3,12.0,-15215010
California,2015-12-03,Califórnia,90.0,0,0,0.960311,7.7,11.0,0
California,1948-09-02,Walk a Crooked Mile,91.0,0,0,0.959509,5.5,2.0,0
California,1947-02-21,California,97.0,0,0,0.928348,6.3,3.0,0
California,2012-11-09,Christmas in Compton,93.0,0,0,0.925835,4.0,2.0,0
California,1940-12-25,Arizona,125.0,0,0,0.911053,4.8,8.0,0
California,2000-02-05,The Color of Friendship,87.0,0,0,0.901429,6.5,9.0,0
Washington,2000-02-05,The Color of Friendship,87.0,0,0,0.901429,6.5,9.0,0
California,1972-11-22,They Only Kill Their Masters,97.0,0,0,0.891776,0.0,0.0,0
California,2006-01-14,My Bollywood Bride,95.0,0,0,0.885042,3.0,1.0,0
California,2011-07-22,Poolboy - Drowning Out the Fury,90.0,0,0,0.865039,4.3,16.0,0
California,1977-01-01,George Carlin - On Location at USC,85.0,0,0,0.855637,6.9,7.0,0
California,1988-09-28,Memories of Me,103.0,0,0,0.849883,5.0,3.0,0
New York,1988-09-28,Memories of Me,103.0,0,0,0.849883,5.0,3.0,0
California,1999-06-13,Silent Predators,91.0,0,0,0.823598,3.9,7.0,0
California,1942-05-21,Tortilla Flat,105.0,0,0,0.822419,5.4,5.0,0
California,2009-10-09,Visual Acoustics,83.0,0,0,0.817628,7.8,4.0,0
California,1949-10-28,Border Incident,94.0,0,0,0.81594,7.2,7.0,0
California,1970-10-18,I Never Sang for My Father,92.0,0,0,0.815137,6.4,5.0,0
New York,1970-10-18,I Never Sang for My Father,92.0,0,0,0.815137,6.4,5.0,0
California,2004-12-13,Snow,120.0,0,0,0.799403,6.9,7.0,0
California,2012-08-15,This Ain’t California,90.0,0,0,0.76798,6.5,14.0,0
California,2009-07-07,Louis Theroux: A Place for Paedophiles,45.0,0,0,0.767274,6.9,16.0,0
California,1977-04-01,Tracks,92.0,0,0,0.761279,6.0,2.0,0
California,2001-01-01,Green Dragon,115.0,0,0,0.755576,5.5,10.0,0
California,2001-10-25,Legion of the Dead,89.0,0,0,0.752094,4.5,6.0,0
California,2004-07-27,Pablo Francisco: Bits and Pieces,50.0,0,0,0.748818,7.9,7.0,0
California,2017-03-07,The Raking,98.0,0,0,0.734142,5.7,6.0,0
California,2005-11-04,States of Grace,128.0,0,0,0.73253,8.3,4.0,0
California,1967-03-14,Electronic Labyrinth THX 1138 4EB,15.0,0,0,0.727025,6.4,17.0,0
California,2002-01-22,Venomous,97.0,0,0,0.722512,4.8,5.0,0
California,1967-01-27,Hot Rods To Hell,100.0,0,0,0.71267,3.9,5.0,0
California,1973-06-01,Terminal Island,88.0,0,0,0.7099,6.0,10.0,0
California,1993-10-27,Magic Kid,90.0,0,0,0.696532,4.5,4.0,0
California,1994-11-02,Into the Deep,34.0,0,0,0.696311,4.8,3.0,0
California,1965-05-25,Mudhoney,92.0,60000,0,0.666828,7.5,9.0,-120000
Michigan,1965-05-25,Mudhoney,92.0,60000,0,0.666828,7.5,9.0,-120000
Missouri,1965-05-25,Mudhoney,92.0,60000,0,0.666828,7.5,9.0,-120000
California,2009-10-23,The Donner Party,95.0,0,0,0.665873,5.0,1.0,0
Nevada,2009-10-23,The Donner Party,95.0,0,0,0.665873,5.0,1.0,0
California,2005-11-25,One Six Right,73.0,0,0,0.663193,8.5,2.0,0
California,2015-07-02,American Beach House,90.0,0,0,0.659882,4.3,9.0,0
California,1933-05-20,The Little Giant,76.0,0,0,0.631869,6.3,6.0,0
California,2013-09-06,Snake & Mongoose,102.0,0,0,0.615562,5.5,4.0,0
California,2001-07-06,Black River,86.0,0,0,0.607155,5.6,11.0,0
California,1994-09-16,The New Age,112.0,0,0,0.596207,4.8,5.0,0
California,2011-06-20,Bunnyman,90.0,0,0,0.594855,2.3,9.0,0
California,1994-09-25,Motorcycle Gang,84.0,0,0,0.590583,0.0,0.0,0
California,1955-08-25,Unchained,75.0,0,0,0.579907,0.0,0.0,0
California,2012-03-17,Big Easy Express,66.0,0,0,0.558026,7.3,8.0,0
Louisiana,2012-03-17,Big Easy Express,66.0,0,0,0.558026,7.3,8.0,0
Tennessee,2012-03-17,Big Easy Express,66.0,0,0,0.558026,7.3,8.0,0
California,2015-09-01,Bikini Model Academy,84.0,500000,0,0.53095,4.0,5.0,-1000000
California,1936-03-13,The Trail of the Lonesome Pine,102.0,0,0,0.517872,5.3,10.0,0
California,1990-02-27,Cool Blue,87.0,0,0,0.515866,4.5,5.0,0
California,1948-12-24,Whiplash,91.0,0,0,0.515831,2.2,3.0,0
New York,1948-12-24,Whiplash,91.0,0,0,0.515831,2.2,3.0,0
California,1981-04-01,The Last Chase,101.0,0,0,0.505303,3.8,6.0,0
California,1950-10-20,Three Secrets,98.0,0,0,0.505205,5.5,3.0,0
California,2016-01-15,Tony Hinchcliffe: One Shot,57.0,0,0,0.502291,8.3,4.0,0
California,2014-03-14,Shirin in Love,104.0,0,0,0.48418,4.0,1.0,0
California,2004-02-13,Rudraksh,145.0,0,0,0.4773,2.8,4.0,0
California,1990-05-01,Punk Vacation,94.0,0,0,0.476227,3.0,4.0,0
California,2014-08-16,Katt Williams: Priceless: Afterlife,58.0,0,0,0.476007,10.0,2.0,0
California,1950-07-07,The Second Woman,91.0,0,0,0.470505,5.5,7.0,0
California,1996-01-01,Precious Find,85.0,0,0,0.469421,4.3,2.0,0
California,2011-08-12,The PHD movie,65.0,0,0,0.466915,6.4,8.0,0
California,2014-07-26,Tiger Orange,75.0,0,0,0.459083,6.4,4.0,0
California,1979-04-01,California Dreaming,92.0,0,0,0.442119,4.5,4.0,0
California,1952-09-05,My Man and I,99.0,0,0,0.440826,0.0,0.0,0
California,2016-03-14,Orange Sunshine,105.0,0,0,0.435053,7.3,3.0,0
California,2009-01-01,The Shift,0.0,1200000,0,0.432551,6.3,4.0,-2400000
California,2012-03-09,Shakespeare High,81.0,0,0,0.427762,6.5,2.0,0
California,2012-05-01,Only the Young,72.0,0,0,0.423216,7.5,4.0,0
California,1933-03-16,Secrets,83.0,0,0,0.407266,4.0,2.0,0
California,1977-12-28,Tarantulas: The Deadly Cargo,100.0,0,0,0.397274,7.0,2.0,0
California,2010-12-10,Bed & Breakfast,89.0,0,0,0.388392,3.4,7.0,0
California,1998-10-10,The Unknown Cyclist,96.0,2000000,0,0.375762,5.0,1.0,-4000000
California,2008-08-31,Below Sea Level,110.0,0,0,0.375625,6.5,2.0,0
California,1998-09-11,The Adventures of Sebastian Cole,99.0,0,0,0.371975,6.5,2.0,0
New York,1998-09-11,The Adventures of Sebastian Cole,99.0,0,0,0.371975,6.5,2.0,0
California,2011-12-10,Annie Claus is Coming to Town,83.0,0,0,0.368966,5.9,8.0,0
California,1982-12-24,Six Weeks,107.0,0,0,0.367499,5.1,4.0,0
New York,1982-12-24,Six Weeks,107.0,0,0,0.367499,5.1,4.0,0
California,2006-06-13,J.J. Cale - To Tulsa And Back (On tour with J.J. Cale),167.0,0,0,0.350938,4.8,2.0,0
California,2005-03-13,Waterborne,80.0,0,0,0.349646,5.5,4.0,0
California,2012-03-12,Seeking Asian Female,80.0,0,0,0.336686,5.0,1.0,0
California,1981-01-20,The Day After Trinity,88.0,0,0,0.336354,8.0,1.0,0
New Mexico,1981-01-20,The Day After Trinity,88.0,0,0,0.336354,8.0,1.0,0
California,2014-03-09,All American High: Revisited,85.0,0,0,0.318884,7.3,3.0,0
California,1959-05-01,The Young Land,89.0,0,0,0.312988,7.0,2.0,0
California,1957-10-30,No Down Payment,105.0,0,0,0.311254,7.0,2.0,0
California,1987-11-01,Border Radio,83.0,0,0,0.308762,4.9,4.0,0
California,2008-01-01,Witch Hunt,91.0,0,0,0.305215,7.7,6.0,0
California,2015-01-22,Above and Below,120.0,0,0,0.304429,4.9,7.0,0
Utah,2015-01-22,Above and Below,120.0,0,0,0.304429,4.9,7.0,0
California,2013-02-28,Along the Roadside,118.0,250,0,0.302165,7.7,3.0,-500
California,2005-04-07,Commune,78.0,0,0,0.301732,7.8,4.0,0
California,2010-04-23,Littlerock,83.0,0,0,0.288557,7.0,4.0,0
California,2016-02-14,Love Finds You in Valentine,92.0,1000000,0,0.286101,6.4,7.0,-2000000
Nebraska,2016-02-14,Love Finds You in Valentine,92.0,1000000,0,0.286101,6.4,7.0,-2000000
California,2014-11-07,Pelican Dreams,80.0,0,0,0.274778,8.0,3.0,0
California,2011-10-14,Bombay Beach,80.0,0,0,0.274196,6.5,7.0,0
Colorado,2011-10-14,Bombay Beach,80.0,0,0,0.274196,6.5,7.0,0
California,2006-12-02,The Christmas Card,84.0,0,0,0.260102,4.5,6.0,0
Nevada,2006-12-02,The Christmas Card,84.0,0,0,0.260102,4.5,6.0,0
California,1980-11-10,Marilyn: The Untold Story,156.0,0,0,0.253299,6.5,1.0,0
California,2010-01-01,8: The Mormon Proposition,80.0,0,0,0.252886,5.5,6.0,0
California,2011-07-26,The Dead and the Damned,82.0,30000,0,0.248256,3.6,6.0,-60000
California,1935-08-19,Westward Ho,61.0,0,0,0.246978,6.0,4.0,0
California,2014-04-28,Giuseppe Makes a Movie,82.0,0,0,0.231913,6.4,4.0,0
California,2016-04-02,Secret Summer,88.0,0,0,0.230124,4.8,3.0,0
California,2017-01-23,Water & Power: A California Heist,87.0,0,0,0.225292,7.5,2.0,0
California,2007-04-25,The Workshop,94.0,0,0,0.2067,4.4,4.0,0
California,1989-08-08,Skinheads,90.0,0,0,0.206643,2.0,2.0,0
Colorado,1989-08-08,Skinheads,90.0,0,0,0.206643,2.0,2.0,0
California,2001-03-30,Brigham City,119.0,1000000,852206,0.202478,7.3,4.0,-1147794
California,1947-10-07,The Wistful Widow of Wagon Gap,78.0,0,0,0.196905,6.8,4.0,0
Montana,1947-10-07,The Wistful Widow of Wagon Gap,78.0,0,0,0.196905,6.8,4.0,0
California,2006-06-22,Billy Wilder Speaks,71.0,0,0,0.183492,6.6,5.0,0
California,1999-11-14,Hard Time: Hostage Hotel,88.0,0,0,0.159992,5.3,2.0,0
California,2008-04-18,Three Miles North of Molkom,107.0,0,0,0.154914,6.0,3.0,0
California,1959-10-23,Libel,100.0,0,0,0.153857,7.3,4.0,0
California,2002-05-17,Night At The Golden Eagle,87.0,0,0,0.152677,5.0,4.0,0
Nevada,2002-05-17,Night At The Golden Eagle,87.0,0,0,0.152677,5.0,4.0,0
California,2007-06-15,One Day Like Rain,90.0,500000,0,0.152431,4.7,3.0,-1000000
California,1979-01-09,Tattooed Tears,85.0,0,0,0.151034,3.0,4.0,0
California,1923-10-28,The Extra Girl,68.0,0,0,0.142776,7.0,2.0,0
California,1942-08-18,Busses Roar,58.0,0,0,0.142022,8.0,1.0,0
California,1987-10-11,After the Promise,90.0,0,0,0.1377,7.6,5.0,0
California,1990-03-30,Side Out,104.0,0,0,0.131923,4.0,10.0,0
California,1982-12-31,Midnight,91.0,0,0,0.127261,7.0,2.0,0
California,1950-06-25,My Friend Irma Goes West,91.0,0,0,0.124022,6.3,3.0,0
California,2005-01-01,Bastards of the Party,95.0,0,0,0.117955,6.2,3.0,0
California,1958-04-10,The Astounding She-Monster,62.0,0,0,0.115448,3.5,2.0,0
California,1989-04-14,Under the Boardwalk,102.0,0,147542,0.114609,0.5,2.0,147542
California,1973-11-28,Outrage,74.0,0,0,0.109861,5.2,3.0,0
California,1997-12-31,Looking For Lola,100.0,0,0,0.108347,5.0,1.0,0
California,2008-01-14,Mock Up on Mu,114.0,0,0,0.107888,8.0,2.0,0
California,1990-01-01,Berkeley in the Sixties,117.0,0,0,0.10664,4.3,2.0,0
California,2014-10-24,California City,84.0,0,0,0.104996,5.5,1.0,0
California,2011-11-04,Dragonslayer,74.0,0,0,0.096228,4.5,2.0,0
California,2014-10-22,Of Men and War,142.0,0,0,0.088236,6.5,2.0,0
California,2008-11-11,Justice: A Cross The Universe,65.0,0,0,0.080368,8.8,2.0,0
California,1935-01-16,Sequoia,68.0,0,0,0.079905,0.0,0.0,0
California,1972-02-25,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,88.0,0,0,0.079541,6.0,1.0,0
California,2007-01-17,Guys and Dolls,50.0,0,0,0.078703,7.5,2.0,0
California,2002-01-12,Sogobi,90.0,0,0,0.072941,8.5,2.0,0
California,1999-08-31,A Hot Dog Program,60.0,0,0,0.071756,8.0,2.0,0
Connecticut,1999-08-31,A Hot Dog Program,60.0,0,0,0.071756,8.0,2.0,0
South Carolina,1999-08-31,A Hot Dog Program,60.0,0,0,0.071756,8.0,2.0,0
California,1971-08-23,The Touch of Satan,90.0,0,0,0.059353,1.7,9.0,0
California,1976-11-11,Dogs,90.0,0,0,0.058682,4.0,1.0,0
California,2009-10-31,Sideways,124.0,0,0,0.056422,4.0,1.0,0
California,2007-01-01,Shadow People,96.0,0,0,0.038962,1.0,1.0,0
California,1977-09-16,California,98.0,0,0,0.035314,5.3,4.0,0
Missouri,1977-09-16,California,98.0,0,0,0.035314,5.3,4.0,0
California,1965-03-24,My Blood Runs Cold,104.0,0,0,0.024045,0.0,0.0,0
California,1997-07-11,"This World, Then the Fireworks",100.0,0,0,0.02329,0.0,0.0,0
California,1980-03-30,Bukowski: The Last Straw,0.0,0,0,0.021389,2.0,1.0,0
California,1987-08-01,Landscape Suicide,91.0,0,0,0.015894,8.2,5.0,0
Wisconsin,1987-08-01,Landscape Suicide,91.0,0,0,0.015894,8.2,5.0,0
California,2012-01-06,The Son of an Afghan Farmer,90.0,0,0,0.008347,0.0,0.0,0
California,2012-04-25,Finding Truelove,69.0,0,0,0.008235,0.0,0.0,0
California,1943-06-18,Colt Comrades,67.0,0,0,0.006208,0.0,0.0,0
California,2007-04-14,All In This Tea,70.0,0,0,0.003682,0.0,0.0,0
California,2006-01-10,A Justified Life: Sam Peckinpah and the High Country,23.0,0,0,0.00353,0.0,0.0,0
California,2005-02-04,Carmen & Geoffrey,80.0,0,0,0.003427,0.0,0.0,0
New York,2005-02-04,Carmen & Geoffrey,80.0,0,0,0.003427,0.0,0.0,0
California,2002-06-21,No Turning Back,101.0,0,0,0.003326,0.0,0.0,0
California,1972-10-01,Thumb Tripping,94.0,0,0,0.003076,0.0,0.0,0
California,1952-07-04,California Conquest,78.0,0,0,0.001859,0.0,0.0,0
California,1996-10-26,The Bloody Child,85.0,0,0,0.001287,0.0,0.0,0
California,2000-12-18,First Person Plural,60.0,0,0,0.001178,0.0,0.0,0
California,1974-08-01,Summer School Teachers,85.0,0,0,0.000431,5.0,2.0,0
California,1990-09-09,Sure Fire,83.0,0,0,3.8e-05,0.0,0.0,0
Utah,1990-09-09,Sure Fire,83.0,0,0,3.8e-05,0.0,0.0,0
Colorado,1990-11-28,Misery,107.0,20000000,61276872,15.020845,7.6,1085.0,21276872
Colorado,2006-04-28,RV,99.0,50000000,87528173,11.511424,5.6,503.0,-12471827
Colorado,2007-12-25,Aliens vs Predator: Requiem,94.0,40000000,41797066,10.793324,4.9,758.0,-38202934
Colorado,1998-01-23,Phantoms,91.0,0,5624282,10.754614,5.2,110.0,5624282
Colorado,2001-10-05,Joy Ride,97.0,23000000,36642838,10.337689,6.3,328.0,-9357162
New Jersey,2001-10-05,Joy Ride,97.0,23000000,36642838,10.337689,6.3,328.0,-9357162
Colorado,1984-08-10,Red Dawn,114.0,4200000,38376497,8.233168,6.4,217.0,29976497
Colorado,1993-10-01,Cannibal! The Musical,97.0,125000,0,6.612589,6.8,43.0,-250000
Colorado,2009-06-05,Away We Go,98.0,17000000,14899417,6.590093,6.7,189.0,-19100583
Colorado,2016-11-04,Army of One,92.0,0,0,5.274165,5.5,64.0,0
Colorado,2006-01-01,Drake And Josh Go Hollywood,120.0,0,0,3.982532,5.7,40.0,0
Colorado,2000-03-10,Deterrence,101.0,0,0,3.682868,6.1,7.0,0
Colorado,1953-02-06,The Naked Spur,91.0,0,0,3.184967,6.6,45.0,0
