title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
Malaya,1949-12-27,98.0,0,0,1.289968,6.0,3.0,0
Ninja III: The Domination,1984-09-14,92.0,0,0,2.313986,5.9,18.0,0
Body of War,2007-09-11,87.0,0,0,0.103932,8.0,2.0,0
The Sun Shines Bright,1953-05-02,92.0,0,0,0.638294,6.6,8.0,0
Four Men and a Prayer,1938-04-29,85.0,0,0,0.383715,6.0,3.0,0
A Man Named Pearl,2006-10-20,0.0,0,0,0.145447,8.3,2.0,0
Dallas - War of The Ewings,1998-04-23,120.0,0,0,0.773709,4.9,4.0,0
Much Ado About Something,2001-09-08,70.0,0,0,0.001263,0.0,0.0,0
The Day the Earth Stood Still,2008-12-10,104.0,80000000,233093859,9.265322,5.2,1057.0,73093859
Che: Part One,2008-09-05,134.0,30000000,0,5.68041,6.8,209.0,-60000000
Che: Part Two,2009-01-24,131.0,40000000,0,7.500907,6.7,155.0,-80000000
Starship Troopers 3: Marauder,2008-07-19,105.0,9000000,0,11.161339,4.2,154.0,-18000000
Dean Spanley,2008-12-12,100.0,0,0,12.333138,7.5,22.0,0
I Am the Law,1938-08-25,83.0,0,0,0.783289,3.9,4.0,0
Boomerang!,1947-02-28,88.0,0,0,2.935164,6.8,19.0,0
Patterns,1956-03-27,83.0,0,0,0.504412,7.5,5.0,0
Nothing Like the Holidays,2008-12-12,98.0,0,0,1.953115,6.5,17.0,0
The Climax,1944-10-20,86.0,0,0,0.804396,7.0,7.0,0
The Strange Door,1951-06-21,81.0,0,0,1.08745,6.3,7.0,0
Pandoras Box,2008-09-06,112.0,0,0,0.539564,6.3,5.0,0
Doubt,2008-11-27,104.0,20000000,50907234,9.278263,7.0,445.0,10907234
Cyborg She,2008-05-31,120.0,8500000,0,2.781309,6.6,32.0,-17000000
The Forgotten One,1989-09-27,98.0,0,0,0.19402,0.0,0.0,0
Gran Torino,2008-12-09,116.0,33000000,269958228,14.794228,7.8,3181.0,203958228
Frost/Nixon,2008-10-15,122.0,0,0,11.641771,7.2,333.0,0
The Reader,2008-12-10,124.0,32000000,113019290,7.931732,7.2,835.0,49019290
The Wrecking Crew,1968-12-30,105.0,0,2400000,0.955774,6.5,10.0,2400000
Rab Ne Bana Di Jodi,2008-12-11,167.0,0,0,4.001251,6.7,64.0,0
Delgo,2008-12-12,94.0,40000000,0,2.915814,5.4,15.0,-80000000
Room of Death,2007-11-14,115.0,0,0,1.599907,6.2,17.0,0
Waiter,2006-09-28,95.0,0,0,4.71491,6.3,8.0,0
Sword of the Stranger,2007-09-29,103.0,0,0,5.648328,7.6,69.0,0
Ive Loved You So Long,2008-03-19,115.0,0,0,8.352169,7.1,70.0,0
Jesus is a Palestinian,1999-04-17,110.0,0,0,0.670067,8.0,1.0,0
Seven Pounds,2008-12-18,123.0,55000000,168167691,21.708267,7.5,2092.0,58167691
Meltdown: Days of Destruction,2006-02-27,90.0,0,0,0.863706,4.8,4.0,0
Pin,1988-11-25,103.0,0,0,2.089317,6.6,31.0,0
Love,2005-04-21,90.0,0,0,0.013023,0.0,0.0,0
The Animal Kingdom,1932-12-28,85.0,0,0,0.98147,4.7,3.0,0
Andromeda Nebula,1967-12-04,77.0,0,0,0.056092,5.0,1.0,0
The Wrestler,2008-09-07,109.0,6000000,44703995,7.903956,7.3,1031.0,32703995
The Memory Keepers Daughter,2008-04-12,90.0,0,0,1.578987,5.5,11.0,0
The Little Giant,1933-05-20,76.0,0,0,0.631869,6.3,6.0,0
Mr. Wu,1927-03-26,90.0,0,0,0.104209,5.0,2.0,0
A Chinese Ghost Story II,1990-07-13,104.0,0,0,2.704684,6.5,26.0,0
Why We Fight: The Nazis Strike,1943-01-01,42.0,0,0,0.889638,7.0,2.0,0
Why We Fight: The Battle of Britain,1943-10-10,54.0,0,0,0.071763,6.5,2.0,0
Small Cuts,2003-02-12,95.0,0,0,0.224955,5.5,3.0,0
Arabian Nights,1942-12-25,86.0,0,0,3.252473,5.9,10.0,0
The Blackbird,1926-01-11,86.0,0,0,0.982552,6.3,3.0,0
Why We Fight: The Battle of Russia,1943-01-01,83.0,0,0,0.315327,5.0,1.0,0
The More the Merrier,1943-03-26,104.0,0,0,0.827541,5.8,14.0,0
Tuyas Marriage,2006-09-21,96.0,0,0,1.819151,7.6,8.0,0
Face of a Fugitive,1959-05-01,81.0,0,0,2.216087,3.9,6.0,0
The Dirty Dozen: The Fatal Mission,1988-02-14,100.0,0,0,1.75819,4.6,7.0,0
The Curious Case of Benjamin Button,2008-11-24,166.0,150000000,333932083,17.934821,7.3,3398.0,33932083
Why We Fight: Divide and Conquer,1943-01-01,57.0,0,0,0.473322,5.0,1.0,0
Yes Man,2008-12-09,104.0,70000000,225990978,9.756289,6.4,1869.0,85990978
Hexed,1993-01-22,90.0,0,0,0.852997,5.8,10.0,0
On the Rumba River,2007-09-01,0.0,0,0,0.005674,0.0,0.0,0
Valkyrie,2008-12-25,121.0,75000000,200276000,8.635464,6.7,1195.0,50276000
Birds of America,2008-10-09,85.0,0,0,3.87449,5.9,22.0,0
Pete Seeger: The Power of Song,2007-09-14,93.0,0,0,0.038844,0.0,1.0,0
5 Centimeters per Second,2007-03-03,63.0,5000000,0,11.324028,7.3,403.0,-10000000
H.G. Wells War of the Worlds,2005-06-28,100.0,1000000,0,1.314076,4.4,10.0,-2000000
War of the Worlds 2: The Next Wave,2008-01-01,90.0,0,0,6.870464,3.5,21.0,0
Constantines Sword,2008-04-18,0.0,0,0,0.206718,4.4,4.0,0
Impulse,2008-04-15,101.0,2000000,0,1.2747,5.1,12.0,-4000000
Zamfirs Zona,2002-10-31,104.0,0,0,0.769203,7.3,6.0,0
Double Dynamite,1951-12-25,80.0,0,0,0.284199,5.8,2.0,0
The Death Kiss,1932-12-05,75.0,0,0,0.670124,3.1,7.0,0
Girls Rock!,2008-03-07,90.0,0,0,0.00353,0.0,0.0,0
Ben X,2007-08-26,90.0,1500000,0,3.873511,7.0,90.0,-3000000
Alien Raiders,2008-09-21,85.0,0,0,8.091476,5.1,61.0,0
Trainwreck: My Life as an Idiot,2007-06-14,90.0,0,0,2.544958,5.4,15.0,0
The King of Ping Pong,2008-01-18,107.0,0,0,0.731907,6.5,4.0,0
Jane Austen in Manhattan,1980-07-01,108.0,0,0,0.480404,9.0,1.0,0
Bedtime Stories,2008-12-24,99.0,80000000,212874442,10.739419,5.9,924.0,52874442
Manhattan Melodrama,1934-05-04,93.0,0,0,2.479383,6.3,19.0,0
Two Days,2003-05-01,91.0,0,0,1.111066,6.1,7.0,0
Choke,2008-09-26,92.0,3000000,3830137,7.589546,6.0,128.0,-2169863
Revolutionary Road,2008-12-19,119.0,35000000,75225693,12.265867,6.8,824.0,5225693
Blackadder Back & Forth,1999-12-06,33.0,4250000,0,2.613528,7.1,54.0,-8500000
Blackadders Christmas Carol,1988-01-01,43.0,0,0,1.986334,7.6,44.0,0
Loft,2008-10-21,118.0,4185000,0,7.236542,7.1,71.0,-8370000
"Surfer, Dude",2008-09-05,85.0,6000000,69497,2.023166,4.7,25.0,-11930503
Magnificent 7,2005-12-13,85.0,0,0,0.102497,7.0,1.0,0
Nobel Son,2007-04-28,110.0,4000000,333912,2.420823,6.4,29.0,-7666088
Dear Zachary: A Letter to a Son About His Father,2008-10-31,95.0,0,0,5.531686,8.4,146.0,0
Wild Child,2008-01-01,98.0,20000000,21972336,10.420849,6.4,421.0,-18027664
Chandu the Magician,1932-09-18,71.0,0,0,0.247304,5.3,6.0,0
Defiance,2008-12-31,137.0,32000000,51155219,13.990891,6.7,580.0,-12844781
Zeitgeist: Addendum,2008-10-02,123.0,0,0,3.808933,7.2,79.0,0
Dr. Jack,1922-11-26,60.0,0,0,0.432437,6.6,4.0,0
Marley & Me,2008-12-25,115.0,60000000,244082376,9.729748,6.9,1392.0,124082376
The Grocers Son,2007-06-15,96.0,0,0,0.730041,6.5,13.0,0
Decoy,1946-09-14,76.0,0,0,0.281682,5.4,6.0,0
Blackout,2008-12-26,108.0,0,0,0.411949,6.7,3.0,0
Jesse Stone: Night Passage,2006-01-15,89.0,0,0,4.577746,6.7,26.0,0
Involuntary,2008-11-28,98.0,0,0,1.347649,6.9,19.0,0
Ponyo,2008-07-19,100.0,41677699,187479518,8.470945,7.5,953.0,104124120
High and Dizzy,1920-07-11,26.0,0,0,0.217148,8.5,2.0,0
Now or Never,1921-03-27,35.0,0,0,0.147469,6.5,2.0,0
The Good Guys and the Bad Guys,1969-11-19,91.0,0,0,0.882141,5.4,5.0,0
Six in Paris,1965-05-19,95.0,0,0,0.229159,7.2,5.0,0
Shadow Company,2006-03-01,86.0,0,0,0.188147,5.3,3.0,0
Satan Met a Lady,1936-07-22,74.0,0,0,0.525533,6.2,10.0,0
Jack Brooks: Monster Slayer,2007-10-09,85.0,0,0,3.88291,5.8,60.0,0
The Vanishing Point,2007-11-28,88.0,0,0,0.271582,5.2,3.0,0
Poultrygeist: Night of the Chicken Dead,2006-12-26,103.0,0,0,5.072909,5.9,41.0,0
Young Gods,2003-10-24,104.0,0,0,0.566025,5.2,8.0,0
The General Died at Dawn,1936-09-02,98.0,0,0,0.910323,6.0,2.0,0
"Have Rocket, Will Travel",1959-08-01,76.0,0,0,0.767836,5.8,5.0,0
The House of Sand,2005-05-13,115.0,0,0,0.95418,6.7,9.0,0
Earthsea,2004-12-13,180.0,0,0,2.313791,5.9,28.0,0
Brotherhood of Death,1976-09-14,85.0,0,0,0.840378,5.0,4.0,0
Man with the Gun,1955-11-05,83.0,0,0,1.54471,5.8,11.0,0
American Ninja 4: The Annihilation,1990-10-30,99.0,0,0,2.213603,4.8,31.0,0
Wendy and Lucy,2008-05-22,80.0,200000,0,3.328853,6.4,65.0,-400000
Open Season 2,2008-09-24,76.0,0,0,9.031276,5.6,334.0,0
Last Chance Harvey,2008-12-25,92.0,0,14879423,4.088346,6.1,69.0,14879423
Dallas,1950-12-30,94.0,0,0,1.104845,5.7,7.0,0
Ip Man,2008-12-12,108.0,11715578,21888598,6.004257,7.5,1309.0,-1542558
The Dungeonmaster,1984-08-24,73.0,0,0,1.294294,5.0,11.0,0
Howling V: The Rebirth,1989-01-01,96.0,0,0,0.187499,3.9,20.0,0
The Young Visiters,2003-12-26,90.0,0,0,0.637468,3.8,2.0,0
Replicant,2001-05-11,100.0,17000000,0,9.585493,5.0,93.0,-34000000
The Duel at Silver Creek,1952-08-01,77.0,0,0,0.89585,7.0,7.0,0
The Recruiter,2008-01-18,86.0,0,0,0.087263,6.0,1.0,0
Habana Blues,2005-03-18,115.0,0,0,0.881634,6.4,7.0,0
Why We Fight: The Battle of China,1944-01-01,62.0,0,0,0.052711,5.0,1.0,0
Passengers,2008-09-26,93.0,25000000,2000000,6.274736,5.7,214.0,-48000000
The Tale of Despereaux,2008-12-19,93.0,60000000,50877145,12.364579,5.8,260.0,-69122855
Bride Wars,2009-01-09,89.0,30000000,114663461,8.33501,5.9,884.0,54663461
The Gamers: Dorkness Rising,2008-01-01,105.0,0,0,0.623316,7.6,14.0,0
Mesrine: Killer Instinct,2008-10-22,113.0,0,31055440,4.675264,7.3,243.0,31055440
My Bloody Valentine,2009-01-16,101.0,15000000,100734718,5.245883,5.3,303.0,70734718
Blood and Bones,2004-11-06,140.0,0,0,1.727334,5.7,13.0,0
Castaway,1986-03-05,117.0,0,0,1.540592,6.2,21.0,0
Island in the Sun,1957-06-12,119.0,0,0,0.681977,6.0,3.0,0
Liberty Kid,2007-06-17,92.0,0,0,0.010291,8.0,1.0,0
De fûke,2000-04-20,90.0,0,0,0.00118,0.0,0.0,0
Battle in Seattle,2007-09-07,99.0,8000000,908847,4.518646,6.3,75.0,-15091153
Fuel,2009-01-01,95.0,0,0,0.007032,0.0,0.0,0
Aspen,1991-01-01,146.0,0,0,0.091249,0.0,0.0,0
Model,1980-06-02,129.0,0,0,0.079516,5.0,1.0,0
Timecrimes,2007-09-20,92.0,2600000,553198,8.623982,7.0,313.0,-4646802
Fire and Ice: The Dragon Chronicles,2008-09-18,84.0,3000000,0,3.545694,4.5,22.0,-6000000
The Secret of the Grain,2007-12-24,151.0,0,0,9.542657,7.4,44.0,0
Hamlet,2000-12-10,178.0,0,0,0.584251,0.0,0.0,0
Punks Not Dead,2007-07-27,93.0,0,0,0.408705,6.3,7.0,0
The Welts,2004-10-08,91.0,0,0,0.617523,7.9,7.0,0
Grbavica: The Land of My Dreams,2006-03-01,90.0,0,0,0.623465,6.9,15.0,0
Underworld: Rise of the Lycans,2009-01-22,92.0,35000000,91353501,11.654958,6.2,1447.0,21353501
Inkheart,2008-12-11,106.0,60000000,57490374,13.570926,6.0,610.0,-62509626
Gun The Man Down,1956-11-15,76.0,0,0,0.353156,6.0,1.0,0
Albuquerque,1948-02-20,90.0,0,0,0.554577,7.1,7.0,0
Why We Fight: War Comes to America,1945-06-14,70.0,0,0,0.069688,5.0,1.0,0
John Waters: This Filthy World,2006-11-24,86.0,0,0,0.640139,8.2,10.0,0
The Soviet Story,2008-01-01,86.0,0,0,0.62718,6.9,10.0,0
Shoot on Sight,2008-08-22,112.0,0,0,1.38264,6.2,11.0,0
The Alphabet Killer,2008-11-07,98.0,0,0,3.076072,5.2,50.0,0
Revenge of the Nerds III: The Next Generation,1992-06-10,93.0,0,0,7.482477,4.0,18.0,0
Revenge of the Nerds IV: Nerds In Love,1994-05-09,92.0,0,0,2.707017,3.5,19.0,0
Soup to Nuts,1930-09-28,70.0,0,0,0.082617,3.5,2.0,0
Chinese Coffee,2000-09-02,99.0,0,0,1.51655,6.3,16.0,0
Save Me,2007-01-01,96.0,0,0,1.4001,5.1,11.0,0
The Lazarus Project,2008-10-21,99.0,9750000,558000,11.387338,6.0,116.0,-18942000
The Man,1972-07-19,93.0,0,0,0.479367,8.0,1.0,0
Galaxy Express 999,1979-08-04,128.0,0,0,1.356131,6.2,12.0,0
Paul Blart: Mall Cop,2009-01-15,91.0,26000000,183293131,13.003122,5.2,807.0,131293131
Notorious,2009-01-16,122.0,0,43051547,5.336296,6.6,163.0,43051547
The Unborn,2009-01-09,87.0,16000000,76514050,7.108555,4.8,373.0,44514050
Donkey Punch,2008-07-18,99.0,0,0,2.804154,4.5,52.0,0
Where Is Fred?,2006-11-15,107.0,0,0,2.961854,6.1,57.0,0
Make It Happen,2008-08-08,90.0,0,0,5.496293,5.4,75.0,0
Three Strangers,1946-01-28,92.0,0,0,2.541367,6.2,8.0,0
Repo! The Genetic Opera,2008-07-18,98.0,0,188126,5.25696,6.7,103.0,188126
Edge of Madness,2002-01-01,99.0,0,0,1.058927,5.8,6.0,0
The Uninvited,2009-01-30,87.0,0,41624046,10.330423,6.3,424.0,41624046
Fear(s) of the Dark,2008-01-01,85.0,0,0,4.762443,6.7,15.0,0
12:01,1993-07-05,92.0,0,0,8.811327,6.2,33.0,0
Game Over,2005-08-26,85.0,0,0,0.209643,3.5,4.0,0
Maria,2003-11-21,97.0,0,0,0.106644,8.3,2.0,0
Night Train,2009-04-15,87.0,0,0,2.958584,5.4,50.0,0
The Big Stampede,1932-10-08,54.0,0,0,0.247007,3.2,5.0,0
Blue,1968-05-09,113.0,112,0,0.917461,6.3,2.0,-224
The Visitor,2008-12-08,105.0,0,0,0.389459,6.0,2.0,0
Kummeli Goldrush,1997-12-05,96.0,0,0,0.874388,6.8,15.0,0
Shadow of the Holy Book,2007-11-24,90.0,0,0,0.038829,5.0,1.0,0
Outlander,2008-04-24,115.0,50000000,7033683,14.611182,6.1,354.0,-92966317
Belle of the Nineties,1934-09-21,70.0,0,0,0.10924,4.5,3.0,0
Branded,1950-11-03,104.0,0,0,0.547438,4.2,5.0,0
A Dead Calling,2006-12-12,91.0,0,0,0.335112,2.0,3.0,0
Beachhead,1954-02-05,90.0,0,0,0.15772,4.7,3.0,0
Los signos del zodiaco,1964-02-26,0.0,0,0,0.001678,0.0,0.0,0
Passchendaele,2008-10-17,114.0,0,0,2.490144,6.3,26.0,0
The Great Ecstasy of Woodcarver Steiner,1974-01-01,45.0,22500,0,0.801549,7.4,16.0,-45000
Go Go Tales,2007-05-23,96.0,4000000,907456,4.382184,5.4,14.0,-7092544
Wrestling with Alligators,1998-01-18,95.0,0,0,0.627698,0.0,0.0,0
The Badlanders,1958-09-03,83.0,0,0,1.97046,6.1,6.0,0
Black Widow,1954-10-28,95.0,0,0,0.678793,4.0,5.0,0
Bad Luck Love,2000-05-26,94.0,0,0,0.713033,6.8,9.0,0
The Grudge 3,2009-05-12,90.0,5000000,38610009,10.510468,5.3,150.0,28610009
Indictment: The McMartin Trial,1995-01-01,135.0,0,0,0.51695,6.1,7.0,0
Eden Lake,2008-09-12,91.0,0,3983997,12.515435,6.7,415.0,3983997
Triumph of the Nerds: The Rise of Accidental Empires,1996-06-22,165.0,0,0,1.242135,7.5,11.0,0
Coraline,2009-02-05,100.0,60000000,124596398,16.639915,7.3,1432.0,4596398
Psychomania,1973-01-05,85.0,0,0,1.421706,6.5,16.0,0
Point of Order!,1964-01-14,97.0,0,0,0.139978,5.0,1.0,0
Chocolate,2008-02-06,110.0,0,0,6.272128,7.0,99.0,0
Blackout,2008-12-26,108.0,0,0,0.411949,6.7,3.0,0
TerrorVision,1986-02-14,83.0,0,0,4.188751,5.8,43.0,0
The Escapist,2008-06-20,102.0,0,0,10.430028,6.4,79.0,0
Push,2009-02-06,111.0,38000000,45465299,11.596222,5.9,671.0,-30534701
The International,2009-02-03,118.0,50000000,60161391,6.583609,6.0,373.0,-39838609
Two Lovers,2008-11-19,110.0,12000000,3148182,8.032616,6.6,157.0,-20851818
Hes Just Not That Into You,2009-02-06,129.0,40000000,177259441,8.376094,6.2,988.0,97259441
Jar City,2006-10-20,93.0,0,0,1.333873,6.7,20.0,0
Dead Like Me: Life After Death,2009-02-17,87.0,0,0,4.78341,5.8,67.0,0
Uuno Turhapuro,1973-08-24,87.0,0,0,0.245969,5.7,3.0,0
California,1947-02-21,97.0,0,0,0.928348,6.3,3.0,0
Canyon Passage,1946-07-17,92.0,0,0,0.719063,6.8,12.0,0
The Con,1998-03-04,92.0,0,0,1.235102,5.0,3.0,0
Husbands,1970-12-08,131.0,1000000,0,1.336219,6.1,16.0,-2000000
The Cimarron Kid,1952-01-13,84.0,0,0,1.015736,6.2,5.0,0
The Avenging Conscience: or Thou Shalt Not Kill,1914-08-02,78.0,0,0,0.449728,6.5,4.0,0
Singapore Sling,1990-09-13,115.0,0,0,2.583187,7.9,20.0,0
33 Scenes from Life,2008-11-07,100.0,0,0,0.731141,6.0,4.0,0
Futurama: Into the Wild Green Yonder,2009-02-23,90.0,0,0,13.284811,7.2,134.0,0
The Bandit,1996-11-29,121.0,0,0,1.961587,7.5,51.0,0
Hotel for Dogs,2009-01-16,100.0,35000000,73034460,6.317992,5.7,205.0,3034460
The Deadly Trackers,1973-12-21,110.0,0,0,0.187358,5.0,3.0,0
Frontier(s),2007-07-01,108.0,3000000,0,8.602956,6.0,186.0,-6000000
Comet in Moominland,1992-08-08,70.0,0,0,2.164527,7.3,6.0,0
The 11th Hour,2007-08-17,95.0,0,0,2.215689,6.4,28.0,0
Daddy,1995-12-14,110.0,0,0,0.209106,7.3,6.0,0
Fireflies in the Garden,2008-02-10,108.0,0,0,9.713124,6.4,59.0,0
Afro Samurai: Resurrection,2009-01-25,91.0,0,0,4.427087,6.7,49.0,0
Café Lumière,2004-09-01,103.0,0,0,0.906583,6.7,16.0,0
Death by Hanging,1968-02-02,117.0,0,0,1.326898,7.5,14.0,0
The Last Movie,1971-09-29,108.0,1000000,0,0.14217,6.5,4.0,-2000000
Dry Season,2006-09-01,96.0,0,0,0.582349,6.8,6.0,0
Jesus Christ Superstar,2000-10-16,107.0,0,0,0.224789,7.1,4.0,0
Trancers,1984-11-07,77.0,400000,0,6.272745,6.3,42.0,-800000
The Man Who Quit Smoking,1972-12-16,104.0,0,0,0.54479,6.7,6.0,0
Departures,2008-09-13,130.0,0,69932387,8.175019,7.7,202.0,69932387
Taking Chance,2009-09-21,77.0,0,0,2.804378,6.8,31.0,0
AmericanEast,2008-11-14,112.0,0,0,0.783703,6.1,4.0,0
My Name Is Bruce,2007-10-01,86.0,1500000,173066,8.708789,5.9,107.0,-2826934
Man in the Chair,2007-01-27,107.0,0,0,0.982936,5.3,4.0,0
Robinson in Space,1997-01-10,78.0,700000,0,0.100451,7.5,2.0,-1400000
The Way of War,2009-02-20,90.0,0,0,9.781476,3.5,12.0,0
Kimberly,2000-11-07,106.0,0,0,0.952744,3.7,3.0,0
Ralliraita,2009-06-16,0.0,0,0,0.188832,6.8,4.0,0
Ping Pong Playa,2007-01-01,96.0,0,0,0.841644,6.0,23.0,0
Funny People,2009-07-31,146.0,75000000,61458982,9.900376,5.6,398.0,-88541018
Berlin Calling,2008-10-01,105.0,0,0,7.292134,7.0,109.0,0
Against the Dark,2009-01-01,94.0,9000000,0,5.108627,3.7,42.0,-18000000
The Letter for the King,2008-07-16,110.0,0,0,1.586223,7.0,4.0,0
Firepower,1979-04-27,104.0,0,0,0.51834,5.6,5.0,0
Nuremberg,2000-07-16,180.0,24000000,0,2.278704,7.6,23.0,-48000000
Bigger Than Life,1956-08-02,95.0,0,0,6.457462,7.4,37.0,0
Going to Kansas City,1998-07-31,97.0,0,0,0.100491,5.0,2.0,0
Red Sands,2009-02-24,89.0,0,0,3.159248,4.0,32.0,0
Show Me,2004-09-23,97.0,0,0,0.524827,5.6,4.0,0
The Lost,2009-01-01,94.0,0,0,0.546265,5.0,3.0,0
Still Waiting...,2009-02-17,90.0,0,0,4.700631,5.1,27.0,0
Pistol Whipped,2008-03-04,96.0,10000000,0,3.313287,5.5,26.0,-20000000
Flight of Fury,2007-02-20,98.0,12000000,0,5.448576,4.5,24.0,-24000000
The Far Horizons,1955-05-20,108.0,0,0,0.186768,4.0,3.0,0
Container,2006-03-10,72.0,0,0,0.712831,6.1,4.0,0
Mystery Team,2009-08-28,97.0,0,0,3.010717,6.4,52.0,0
Killer Babes,2007-12-20,100.0,0,0,0.151252,7.0,3.0,0
A World Without Thieves,2004-12-09,113.0,0,0,3.856596,7.1,30.0,0
The Gunfight at Dodge City,1959-05-01,81.0,0,0,3.408795,4.3,5.0,0
His Private Secretary,1933-06-10,60.0,0,0,0.795697,4.1,6.0,0
Street Fighter: The Legend of Chun-Li,2009-02-27,97.0,50000000,12764201,6.660188,3.9,113.0,-87235799
Urban Justice,2007-01-01,96.0,12000000,0,4.352072,5.4,34.0,-24000000
Tough Enough,2006-03-09,99.0,0,0,1.634982,7.2,14.0,0
Madea Goes to Jail,2009-02-16,103.0,0,90508336,2.844534,6.4,52.0,90508336
The Black Watch,1929-05-22,93.0,0,0,0.525644,6.3,2.0,0
Away We Go,2009-06-05,98.0,17000000,14899417,6.590093,6.7,189.0,-19100583
Hell to Eternity,1960-08-01,131.0,0,0,0.157003,10.0,1.0,0
The Unsuspected,1947-10-11,103.0,0,0,0.938704,5.2,8.0,0
Thick as Thieves,2009-01-09,104.0,25000000,0,11.923981,5.7,223.0,-50000000
Beautiful Ohio,2006-11-10,91.0,0,0,1.008726,6.5,2.0,0
Il Grido,1957-06-22,116.0,0,0,1.673129,6.7,17.0,0
The Big Lift,1950-04-26,120.0,0,0,0.143869,6.5,4.0,0
Il Divo,2008-05-23,110.0,7275000,11260366,7.728333,7.5,166.0,-3289634
Wings,1966-01-01,85.0,0,0,0.935968,7.0,10.0,0
Paris,2008-01-19,130.0,19000000,23550000,4.249948,6.5,79.0,-14450000
Adrift in Manhattan,2007-01-10,91.0,4000000,0,1.844661,5.7,5.0,-8000000
Friday the 13th,2009-02-11,97.0,19000000,91379051,14.20229,5.7,566.0,53379051
"The Good, The Bad, The Weird",2008-07-16,130.0,10000000,0,8.218314,7.1,196.0,-20000000
Screamers: The Hunting,2009-02-17,94.0,0,0,4.92638,4.4,35.0,0
The Pink Panther 2,2009-02-06,92.0,0,75871032,18.54675,5.4,323.0,75871032
Crips and Bloods: Made in America,2008-01-01,93.0,0,0,2.0531,7.1,13.0,0
Far Cry,2008-01-01,95.0,30000000,0,4.845377,3.1,73.0,-60000000
I Manegen med Glenn Killing: Live från Berns,1995-09-30,220.0,0,0,0.002328,0.0,0.0,0
The English Surgeon,2009-07-24,93.0,350000,0,0.528211,8.7,7.0,-700000
A Hell of a Day,2001-10-24,92.0,0,0,0.544788,7.0,3.0,0
Shara,2003-01-01,100.0,0,0,1.19689,5.9,10.0,0
Marius,1931-10-09,130.0,0,0,0.858991,6.6,9.0,0
The Adventures of Food Boy,2008-01-01,90.0,0,0,0.414522,5.6,10.0,0
César,1936-01-01,141.0,0,0,0.349258,9.0,3.0,0
They Wait,2007-09-06,89.0,0,0,4.952332,5.0,30.0,0
The Rebel,2007-04-27,103.0,1500000,0,1.775833,6.5,10.0,-3000000
Everlasting Moments,2008-09-24,131.0,70000000,0,2.109176,7.9,16.0,-140000000
Expecting Love,2008-02-29,110.0,3,0,0.793633,4.0,2.0,-6
Attack Force,2006-12-05,94.0,0,0,8.844451,4.3,25.0,0
Shadow Man,2006-09-06,91.0,0,0,6.060635,4.3,26.0,0
Playing for Keeps,1986-10-03,102.0,0,0,0.076591,5.0,1.0,0
Rock-A-Doodle,1991-08-02,77.0,18000000,11657385,3.602031,5.3,46.0,-24342615
Tokyo.sora,2002-10-26,127.0,0,0,0.869632,8.3,4.0,0
Dead Silent,1999-01-01,95.0,0,0,0.259613,4.1,4.0,0
Dr. Horribles Sing-Along Blog,2008-07-15,42.0,200000,3,8.927994,7.8,236.0,-399997
Today You Die,2005-09-13,92.0,0,0,2.38008,4.0,31.0,0
The Cottage,2008-02-07,92.0,0,0,9.459594,6.3,80.0,0
Two Men in Manhattan,1959-10-16,84.0,0,0,0.726282,6.5,12.0,0
Fanny,1932-11-02,140.0,0,0,0.507325,6.6,9.0,0
Out At The Wedding,2007-01-01,96.0,0,0,0.713735,5.6,6.0,0
Born to the West,1937-12-10,59.0,0,0,0.251068,4.1,5.0,0
The Hasty Heart,1949-12-02,102.0,0,0,0.363774,6.5,2.0,0
Frontrunners,2008-10-15,80.0,0,0,0.004706,0.0,0.0,0
The Quick and the Dead,1987-02-28,90.0,0,0,0.932765,5.4,12.0,0
Joshua Tree,1993-08-04,106.0,9000000,0,2.506227,5.1,33.0,-18000000
Day of the Dead,2008-04-08,86.0,18000000,0,6.477482,4.7,107.0,-36000000
"I Love You, Man",2009-03-20,105.0,41000000,91636986,12.929653,6.5,531.0,9636986
The Big Steal,1949-07-09,71.0,0,0,2.703354,6.3,21.0,0
Billy Budd,1962-11-12,119.0,0,0,3.557657,7.8,13.0,0
Night Has a Thousand Eyes,1948-10-13,81.0,0,0,0.878471,5.8,8.0,0
Live Free or Die,2006-03-11,89.0,0,0,0.385761,5.5,8.0,0
Blonde Venus,1932-09-09,93.0,0,0,1.007167,6.5,23.0,0
Dance of the Dead,2008-10-14,87.0,0,0,3.915682,6.0,66.0,0
The Haunting in Connecticut,2009-03-27,102.0,0,77527732,10.80374,6.0,317.0,77527732
The Little Engine That Could,1991-01-01,30.0,0,0,0.000124,0.0,0.0,0
Duplicity,2009-03-19,125.0,78146652,60000000,9.097953,5.7,203.0,-96293304
Knowing,2009-03-19,121.0,50000000,155446362,9.806904,5.9,1528.0,55446362
Sugar,2009-04-03,120.0,0,0,0.731548,6.5,12.0,0
Young Thugs: Nostalgia,1998-09-26,94.0,0,0,0.249609,6.1,5.0,0
Praying With Lior,2008-06-17,87.0,0,82,0.004706,0.0,0.0,82
Ong Bak 2,2008-12-04,98.0,8500000,8936663,8.553506,5.9,156.0,-8063337
The Girl with the Dragon Tattoo,2009-02-27,152.0,13000000,104345682,9.858687,7.4,1020.0,78345682
Bloodbath at the House of Death,1984-03-29,91.0,0,0,0.33909,5.6,9.0,0
